分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,25MAタッチ,20日安値タッチ,陽線,終値位置(%),反発初動,判定,反発確度スコア
2026-08-21 11:24:11,2026-08-21,7203.T,トヨタ自動車,3110.0,44.0,1.44,53.8,34.626,30.852,2993.1,3233.0,2869.5,False,False,True,76.1,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-21 11:24:11,2026-08-21,6758.T,ソニーグループ,3759.0,-18.0,-0.48,48.7,77.285,82.084,3648.2,3964.0,3360.0,False,False,True,68.6,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-21 11:24:11,2026-08-21,8035.T,東京エレクトロン,54450.0,430.0,0.8,47.5,-2426.311,-2494.168,58673.6,65410.0,48580.0,False,False,True,92.2,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-21 11:24:11,2026-08-21,6861.T,キーエンス,79580.0,-1110.0,-1.38,46.7,1432.853,2071.766,79789.2,87920.0,69950.0,True,False,True,90.8,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-21 11:24:11,2026-08-21,9983.T,ファーストリテイリング,72800.0,-3480.0,-4.56,32.9,-1418.422,-1031.327,77811.2,81680.0,72730.0,False,True,False,2.7,False,ボックス下限タッチ＋下落（下抜け警戒） / RSI 32.9（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 30点（反発余地あり）,30
2026-08-21 11:24:11,2026-08-21,9432.T,NTT,164.0,2.6,1.61,72.8,3.058,2.67,156.2,165.0,149.2,False,False,True,69.7,False,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 72.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-21 11:24:11,2026-08-21,9433.T,KDDI,2895.5,34.5,1.21,47.6,6.362,15.782,2898.3,3121.0,2779.0,True,False,True,68.9,False,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-21 11:24:11,2026-08-21,8306.T,三菱UFJフィナンシャルグループ,3474.0,10.0,0.29,43.4,14.688,41.213,3600.8,3813.0,3415.0,False,False,True,71.4,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-21 11:24:11,2026-08-21,8316.T,三井住友フィナンシャルグループ,6565.0,19.0,0.29,41.7,-16.53,24.912,6835.4,7260.0,6420.0,False,False,True,84.7,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-21 11:24:11,2026-08-21,4502.T,武田薬品工業,5741.0,-84.0,-1.44,60.1,89.024,71.836,5578.7,5903.0,5225.0,False,False,False,14.5,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
