分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,判定,反発確度スコア
2026-08-07 14:59:37,2026-08-07,4208.T,宇部興産,3344.0,64.0,1.95,62.8,30.446,30.469,3220.7,3366.0,3089.0,ボックス上限タッチ＋上昇（上抜け警戒） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 5点（反発余地あり）,5
2026-08-07 14:59:37,2026-08-07,4452.T,花王,3657.0,60.0,1.67,67.5,72.057,49.352,3304.8,3698.0,3140.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,4506.T,大日本住友製薬,1295.0,11.5,0.9,55.5,-45.594,-52.892,1336.8,1425.5,1188.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,4519.T,中外製薬,6847.0,83.0,1.23,36.8,-181.347,-155.043,7159.1,7509.0,6575.0,RSI 36.8（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,4523.T,エーザイ,4796.0,105.0,2.24,61.3,138.518,154.939,4541.3,5132.0,4222.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,4543.T,テルモ,2355.5,43.5,1.88,57.5,27.426,20.16,2267.2,2458.5,2133.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,4578.T,大塚HD,12720.0,550.0,4.52,76.2,313.371,181.297,11352.2,12735.0,10800.0,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 76.2（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,4901.T,富士フイルムHD,3211.0,-667.0,-17.2,35.0,36.867,74.67,3672.6,3908.0,3179.0,RSI 35.0（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,4911.T,資生堂,3623.0,232.0,6.84,65.7,167.709,145.353,3086.1,3645.0,2694.0,ボックス上限タッチ＋上昇（上抜け警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5020.T,ENEOS,1336.0,36.0,2.77,66.1,13.346,13.052,1285.4,1353.0,1229.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5108.T,ブリヂストン,4155.0,166.0,4.16,70.8,134.464,123.667,3783.8,4199.0,3552.0,RSI 70.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5201.T,AGC,5863.0,77.0,1.33,41.5,-236.609,-212.638,6242.6,6561.0,5581.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,5214.T,日本電気硝子,4958.0,61.0,1.25,38.4,-354.193,-321.325,5536.4,6050.0,4323.0,RSI 38.4（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,5332.T,TOTO,6429.0,-99.0,-1.52,32.7,-413.981,-329.637,7436.2,8213.0,6095.0,RSI 32.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,5406.T,神戸製鋼所,2043.5,27.0,1.34,63.4,31.058,30.467,1972.3,2098.5,1836.5,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5713.T,住友金属鉱山,9126.0,38.0,0.42,75.3,213.945,-13.543,7684.8,9361.0,6578.0,RSI 75.3（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5802.T,住友電気工業,2123.5,-35.0,-1.62,45.8,-145.701,-152.358,2348.8,2624.0,1973.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5803.T,フジクラ,4974.0,378.0,8.22,57.1,-127.424,-213.061,4689.4,5437.0,3665.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,5901.T,東洋製罐グループHD,4329.0,79.0,1.86,67.8,47.737,32.015,4104.6,4344.0,3955.0,ボックス上限タッチ＋上昇（上抜け警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6099.T,エラン,763.0,9.0,1.19,42.8,2.907,7.925,768.0,807.0,724.0,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-07 14:59:37,2026-08-07,6301.T,コマツ,7334.0,-69.0,-0.93,71.4,193.264,125.789,6718.9,7452.0,6178.0,RSI 71.4（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6367.T,ダイキン工業,22175.0,75.0,0.34,22.2,-506.557,-252.128,24273.6,25630.0,21200.0,RSI 22.2（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-07 14:59:37,2026-08-07,6471.T,日本精工,1175.5,2.0,0.17,61.8,1.793,-6.557,1144.5,1254.0,1065.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6473.T,ジェイテクト,2158.0,-8.0,-0.37,60.6,24.622,18.377,2103.9,2264.5,1984.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6503.T,三菱電機,5836.0,-34.0,-0.58,59.4,-19.271,-69.466,5681.1,6061.0,5050.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6504.T,富士電機,14585.0,255.0,1.78,68.8,230.692,-30.407,13227.2,15240.0,11675.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6506.T,安川電機,5305.0,50.0,0.95,54.1,-343.743,-420.431,5624.3,7225.0,4465.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6586.T,マキタ,5513.0,40.0,0.73,48.5,-77.472,-62.034,5618.6,5895.0,5043.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,6645.T,オムロン,6587.0,-232.0,-3.4,71.6,117.29,-27.28,5685.5,6929.0,5015.0,RSI 71.6（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6674.T,ジャパンディスプレイ,5223.0,-181.0,-3.35,44.0,-244.54,-245.234,5859.2,6362.0,5044.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6723.T,ルネサスエレクトロニクス,3769.0,96.0,2.61,48.9,-204.246,-211.595,4092.0,4999.0,3064.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6752.T,パナソニックHD,4323.0,-90.0,-2.04,58.3,34.668,-14.742,4182.7,4685.0,3364.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6754.T,アンリツ,3535.0,10.0,0.28,46.6,-160.456,-151.184,3868.9,4327.0,3344.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,6762.T,TDK,2997.0,-16.0,-0.53,51.3,-113.694,-135.692,3139.5,3460.0,2651.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6770.T,アルプスアルパイン,2097.0,-19.5,-0.92,53.1,3.349,11.529,2125.9,2258.5,2006.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,6841.T,横河電機,5413.0,78.0,1.46,48.8,0.044,51.296,5624.8,6022.0,5172.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,6857.T,アドバンテスト,31810.0,-1120.0,-3.4,59.6,696.71,249.051,29638.8,33840.0,24135.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,6954.T,ファナック,6539.0,109.0,1.7,48.6,-194.154,-188.233,6779.1,7240.0,5808.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,6971.T,京セラ,3789.0,-41.0,-1.07,58.6,40.256,30.078,3705.1,3879.0,3471.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,7011.T,三菱重工業,4023.0,25.0,0.63,68.1,40.99,16.799,3866.3,4155.0,3621.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,7012.T,川崎重工業,2775.5,-93.0,-3.24,60.7,-12.799,-36.251,2768.2,2953.5,2521.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-07 14:59:37,2026-08-07,7201.T,日産自動車,342.5,7.4,2.21,56.0,3.01,2.19,326.5,358.2,304.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,7267.T,ホンダ,1676.0,40.5,2.48,65.8,41.375,38.868,1573.7,1693.5,1490.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,7270.T,SUBARU,2566.0,51.0,2.03,51.8,20.034,38.519,2581.1,2881.5,2444.0,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-07 14:59:37,2026-08-07,7731.T,ニコン,1998.0,2.0,0.1,36.9,-56.749,-39.651,2119.4,2338.5,1830.5,RSI 36.9（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,7733.T,オリンパス,1903.0,31.0,1.66,68.1,33.718,25.154,1789.0,1920.5,1703.0,ボックス上限タッチ＋上昇（上抜け警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,7751.T,キヤノン,4621.0,94.0,2.08,56.5,60.865,66.355,4449.0,4750.0,4292.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,8031.T,三井物産,4917.0,154.0,3.23,64.1,13.172,11.64,4786.1,5018.0,4531.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,8113.T,ユニ・チャーム,1020.5,20.6,2.06,59.5,15.867,15.923,982.9,1057.5,935.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 5点（反発余地あり）,5
2026-08-07 14:59:37,2026-08-07,8267.T,イオン,1388.5,40.5,3.0,49.1,-7.036,-5.296,1388.0,1468.0,1306.5,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-07 14:59:37,2026-08-07,8308.T,りそなHD,2321.5,-20.5,-0.88,57.1,14.708,19.453,2303.4,2420.5,2153.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-07,8411.T,みずほフィナンシャルグループ,8456.0,-43.0,-0.51,59.9,93.286,107.826,8320.0,8816.0,7761.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,8591.T,オリックス,6353.0,-160.0,-2.46,54.2,31.713,52.016,6447.3,6680.0,6115.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,8769.T,アドバンスクリエイト,491.0,-6.0,-1.21,51.9,0.19,3.376,507.6,529.0,482.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,8802.T,三菱地所,3849.0,9.0,0.23,38.6,-90.869,-59.678,4080.2,4283.0,3689.0,RSI 38.6（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-07,9020.T,JR東日本,3480.0,52.0,1.52,43.8,-7.308,30.667,3581.6,3966.0,3351.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,9022.T,JR東海,3898.0,51.0,1.33,56.2,85.462,109.265,3816.9,4291.0,3586.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-07,9021.T,JR西日本,2933.0,6.0,0.2,45.8,37.533,63.719,2966.8,3236.0,2782.5,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-07 14:59:37,2026-08-06,AAPL,Apple,312.4,1.4,0.45,36.4,1.379,4.856,321.3,344.6,300.0,RSI 36.4（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-06,MSFT,Microsoft,499.9,12.4,2.54,82.4,25.471,13.463,411.8,501.6,377.4,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 82.4（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,AMZN,Amazon,272.3,-0.4,-0.14,63.1,6.833,2.473,249.0,287.2,226.2,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,NVDA,NVIDIA,219.0,-0.2,-0.1,63.1,1.903,-0.063,204.7,223.6,190.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,META,Meta Platforms,589.9,1.1,0.19,32.7,-8.134,-4.403,614.2,686.1,524.5,RSI 32.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-06,GOOGL,Alphabet Class A,357.8,-4.7,-1.29,54.4,0.952,-2.782,351.7,384.5,314.9,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,GOOG,Alphabet Class C,356.6,-3.5,-0.97,54.4,1.124,-2.419,350.4,381.8,314.9,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,TSLA,Tesla,319.5,-2.0,-0.63,27.8,-21.392,-21.037,358.5,413.2,297.4,RSI 27.8（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,UNH,UnitedHealth Group,404.0,-8.8,-2.13,37.5,-0.879,2.29,422.1,461.6,397.8,RSI 37.5（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-07 14:59:37,2026-08-06,XOM,Exxon Mobil,154.8,3.2,2.12,64.4,2.86,2.906,148.8,159.1,137.1,MACDデッドクロス（下落トレンド寄り） / 総合スコア 5点（反発余地あり）,5
2026-08-07 14:59:37,2026-08-06,JNJ,Johnson & Johnson,257.0,-0.6,-0.24,55.0,2.447,3.497,257.7,274.9,245.5,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-07 14:59:37,2026-08-06,JPM,JPMorgan Chase,356.3,-2.9,-0.82,65.0,7.079,7.18,345.7,363.0,325.8,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
