分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,判定,反発確度スコア
2026-08-04 20:00:28,2026-08-04,3289.T,東急不動産HD,1285.0,-9.5,-0.73,43.5,4.743,10.633,1330.1,1402.0,1279.5,ボックス下限タッチ＋下落（下抜け警戒） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,3407.T,旭化成,1579.5,-68.0,-4.13,20.9,-29.774,2.019,1821.4,1905.0,1558.5,RSI 20.9（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-08-04,3401.T,帝人,1638.5,20.5,1.27,42.7,-3.232,8.193,1683.7,1768.0,1567.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,3861.T,王子HD,872.6,-3.7,-0.42,70.7,19.574,18.498,844.7,898.2,814.2,RSI 70.7（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,3863.T,日本製紙,1338.0,-7.0,-0.52,47.7,22.469,43.142,1400.5,1599.0,1290.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,4063.T,信越化学工業,5987.0,142.0,2.43,21.6,-367.541,-250.788,6805.6,7690.0,5636.0,RSI 21.6（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-08-04,4188.T,三菱ケミカルグループ,1117.5,-18.0,-1.59,39.1,5.448,17.21,1172.7,1232.5,1100.5,RSI 39.1（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,4208.T,宇部興産,3147.0,-2.0,-0.06,42.9,15.705,36.803,3208.6,3338.0,3089.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,4452.T,花王,3216.0,8.0,0.25,44.0,31.993,47.523,3274.0,3445.0,3158.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,4506.T,大日本住友製薬,1230.0,-40.5,-3.19,32.7,-57.196,-56.326,1361.2,1556.5,1188.0,RSI 32.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,4519.T,中外製薬,6680.0,-7.0,-0.1,35.6,-174.224,-126.193,7236.5,7762.0,6575.0,RSI 35.6（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,4523.T,エーザイ,4623.0,-33.0,-0.71,58.5,172.289,168.726,4477.6,5132.0,4222.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,4543.T,テルモ,2323.0,11.5,0.5,57.2,27.06,14.874,2253.2,2458.5,2133.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,4578.T,大塚HD,12015.0,515.0,4.48,72.2,168.353,109.81,11207.0,12525.0,10800.0,RSI 72.2（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,4901.T,富士フイルムHD,3744.0,-34.0,-0.9,57.4,82.72,82.956,3654.4,3878.0,3539.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,4911.T,資生堂,3279.0,144.0,4.59,60.9,143.662,137.499,2993.3,3514.0,2694.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5020.T,ENEOS,1281.5,-12.5,-0.97,52.9,13.538,14.015,1273.5,1342.0,1229.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5108.T,ブリヂストン,3882.0,-32.0,-0.82,64.1,127.299,120.187,3714.0,4154.0,3547.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5201.T,AGC,5585.0,-478.0,-7.88,26.7,-229.224,-187.16,6374.1,6754.0,5581.0,ボックス下限タッチ＋下落（下抜け警戒） / RSI 26.7（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,5214.T,日本電気硝子,4635.0,241.0,5.48,28.4,-375.557,-281.799,5712.0,6378.0,4323.0,RSI 28.4（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5332.T,TOTO,6295.0,124.0,2.01,21.1,-407.346,-253.109,7665.6,8670.0,6095.0,RSI 21.1（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-08-04,5406.T,神戸製鋼所,2050.5,-22.5,-1.09,71.5,40.808,29.211,1954.2,2098.5,1836.5,RSI 71.5（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5713.T,住友金属鉱山,8058.0,97.0,1.22,58.6,-33.588,-162.011,7506.8,8292.0,6578.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,5802.T,住友電気工業,2161.5,99.0,4.8,39.3,-170.31,-157.91,2420.7,2624.0,1973.0,RSI 39.3（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,5803.T,フジクラ,4628.0,338.0,7.88,47.3,-273.794,-261.138,4801.0,5437.0,3665.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,5901.T,東洋製罐グループHD,3995.0,-12.0,-0.3,49.0,11.207,27.455,4081.4,4186.0,3955.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6099.T,エラン,745.0,4.0,0.54,45.2,6.206,12.158,767.4,807.0,724.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6301.T,コマツ,6912.0,152.0,2.25,62.2,122.21,80.208,6600.4,7452.0,6178.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6367.T,ダイキン工業,23765.0,470.0,2.02,31.2,-227.464,-71.702,24595.4,26440.0,22845.0,RSI 31.2（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,6471.T,日本精工,1155.5,26.0,2.3,54.5,-8.413,-12.573,1141.2,1254.0,1065.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6473.T,ジェイテクト,2101.0,-18.5,-0.87,51.9,17.348,13.961,2088.2,2264.5,1984.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,6503.T,三菱電機,5649.0,113.0,2.04,51.0,-86.663,-102.107,5691.8,6171.0,5050.0,25MAタッチ＋終値上昇（反発強候補） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 60点（反発候補）,60
2026-08-04 20:00:28,2026-08-04,6504.T,富士電機,14095.0,-35.0,-0.25,61.5,-18.194,-232.605,13112.2,15100.0,11675.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6506.T,安川電機,5133.0,198.0,4.01,43.5,-474.647,-462.699,5837.4,7398.0,4465.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6586.T,マキタ,5290.0,34.0,0.65,41.9,-93.602,-41.03,5652.3,6024.0,5043.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6645.T,オムロン,5538.0,178.0,3.32,47.5,-104.491,-100.704,5619.5,6131.0,5015.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6674.T,ジャパンディスプレイ,5725.0,226.0,4.11,45.1,-265.087,-258.4,5983.2,6652.0,5044.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6723.T,ルネサスエレクトロニクス,3883.0,-22.0,-0.56,41.3,-243.437,-208.724,4232.7,4999.0,3064.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6752.T,パナソニックHD,4235.0,-46.0,-1.07,51.6,-41.198,-49.54,4205.4,4685.0,3364.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,6754.T,アンリツ,3613.0,112.0,3.2,37.6,-176.587,-144.379,3973.3,4327.0,3344.0,RSI 37.6（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,6762.T,TDK,3052.0,-40.0,-1.29,42.4,-143.649,-152.592,3210.3,3513.0,2651.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6770.T,アルプスアルパイン,2042.5,-45.0,-2.16,43.0,10.533,16.173,2120.9,2258.5,2003.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6841.T,横河電機,5894.0,190.0,3.33,62.0,84.587,83.691,5660.1,6022.0,5326.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6857.T,アドバンテスト,31000.0,-430.0,-1.37,52.6,140.198,-103.892,29426.6,32940.0,24135.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,6954.T,ファナック,6187.0,73.0,1.19,41.0,-214.192,-174.33,6881.1,7372.0,5808.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,6971.T,京セラ,3741.0,197.0,5.56,53.2,12.304,24.544,3696.4,3848.0,3471.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,7011.T,三菱重工業,4091.0,292.0,7.69,66.3,14.096,0.269,3833.0,4155.0,3621.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,7012.T,川崎重工業,2832.5,124.5,4.6,59.6,-39.635,-56.091,2760.9,3030.0,2521.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,7201.T,日産自動車,322.2,-2.8,-0.86,57.5,2.599,1.809,322.9,358.2,303.8,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,7267.T,ホンダ,1575.0,8.0,0.51,57.4,36.704,38.341,1555.0,1688.5,1490.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,7270.T,SUBARU,2584.0,-34.0,-1.3,56.5,52.876,50.708,2570.8,2881.5,2470.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,7731.T,ニコン,1891.0,24.0,1.29,24.8,-65.867,-20.339,2150.9,2338.5,1830.5,RSI 24.8（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-08-04,7733.T,オリンパス,1814.0,-5.0,-0.27,53.0,26.147,20.85,1768.3,1887.5,1703.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,7751.T,キヤノン,4413.0,-27.0,-0.61,51.1,59.634,75.579,4404.6,4750.0,4283.0,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,8031.T,三井物産,4815.0,-59.0,-1.21,56.8,28.142,12.344,4750.4,5018.0,4531.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,8113.T,ユニ・チャーム,998.4,3.9,0.39,59.2,17.978,16.494,976.2,1057.5,935.0,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,8267.T,イオン,1334.0,-32.0,-2.34,38.9,-4.692,-2.48,1385.3,1477.0,1306.5,RSI 38.9（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,8308.T,りそなHD,2191.5,-55.0,-2.45,36.7,3.9,27.187,2282.2,2420.5,2153.0,RSI 36.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-04 20:00:28,2026-08-04,8411.T,みずほフィナンシャルグループ,8131.0,37.0,0.46,44.3,56.735,128.929,8244.2,8816.0,7761.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,8591.T,オリックス,6328.0,-20.0,-0.32,47.3,32.077,65.943,6415.8,6680.0,6115.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,8769.T,アドバンスクリエイト,492.0,-7.0,-1.4,43.6,3.546,5.457,507.9,529.0,482.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,8802.T,三菱地所,3700.0,0.0,0.0,29.1,-80.792,-29.996,4109.8,4371.0,3689.0,ボックス下限タッチ（底圏） / RSI 29.1（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-08-04,9020.T,JR東日本,3408.0,-14.0,-0.41,42.7,34.102,60.259,3575.0,3966.0,3382.0,ボックス下限タッチ＋下落（下抜け警戒） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-08-04,9022.T,JR東海,3820.0,-82.0,-2.1,55.2,120.842,125.045,3766.2,4291.0,3543.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-08-04,9021.T,JR西日本,2900.0,-54.0,-1.83,44.0,65.807,82.889,2939.7,3236.0,2856.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-07-31,AAPL,Apple,308.9,-24.5,-7.35,45.1,6.893,8.259,317.8,344.6,300.0,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-04 20:00:28,2026-07-31,MSFT,Microsoft,464.7,13.6,3.02,75.0,9.324,1.866,393.1,466.8,373.4,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 75.0（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-07-31,AMZN,Amazon,271.6,36.1,15.32,64.0,-0.623,-1.835,242.9,273.2,226.2,ボックス上限タッチ＋上昇（上抜け警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-07-31,NVDA,NVIDIA,200.8,5.7,2.93,47.7,-1.943,-0.977,201.8,214.4,190.0,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-04 20:00:28,2026-07-31,META,Meta Platforms,556.7,17.7,3.28,22.9,-9.511,1.648,611.5,686.1,524.5,RSI 22.9（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-07-31,GOOGL,Alphabet Class A,356.1,22.5,6.73,51.4,-6.132,-6.609,349.2,375.3,314.9,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-07-31,GOOG,Alphabet Class C,356.6,23.0,6.88,52.4,-5.546,-6.109,347.7,374.4,314.9,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-07-31,TSLA,Tesla,311.2,2.4,0.76,18.1,-25.722,-18.79,372.4,420.0,297.4,RSI 18.1（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-08-04 20:00:28,2026-07-31,UNH,UnitedHealth Group,414.4,-7.1,-1.68,41.2,2.793,5.149,424.1,461.6,411.3,ボックス下限タッチ＋下落（下抜け警戒） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-04 20:00:28,2026-07-31,XOM,Exxon Mobil,155.4,-1.5,-0.97,73.8,3.609,2.637,146.0,159.1,136.0,RSI 73.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
