分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,25MAタッチ,20日安値タッチ,陽線,終値位置(%),反発初動,判定,反発確度スコア
2026-08-23 11:24:16,2026-08-21,7203.T,トヨタ自動車,3132.0,66.0,2.15,55.6,36.381,31.203,2994.0,3233.0,2869.5,False,False,True,100.0,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,6758.T,ソニーグループ,3785.0,8.0,0.21,49.9,79.359,82.498,3649.3,3964.0,3360.0,False,False,True,100.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-23 11:24:16,2026-08-21,8035.T,東京エレクトロン,54290.0,270.0,0.5,47.1,-2439.075,-2496.72,58667.2,65410.0,48580.0,False,False,True,74.2,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,6861.T,キーエンス,79900.0,-790.0,-0.98,47.3,1458.381,2076.871,79802.0,87920.0,69950.0,True,False,True,68.0,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,9983.T,ファーストリテイリング,73510.0,-2770.0,-3.63,34.5,-1361.783,-1019.999,77839.6,81680.0,72730.0,False,False,False,30.2,False,RSI 34.5（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-08-23 11:24:16,2026-08-21,9432.T,NTT,166.1,4.7,2.91,74.9,3.225,2.704,156.3,166.2,149.2,False,False,True,97.8,False,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 74.9（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,9433.T,KDDI,2915.5,54.5,1.9,49.5,7.957,16.101,2899.1,3121.0,2779.0,True,False,True,79.3,False,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-23 11:24:16,2026-08-21,8306.T,三菱UFJフィナンシャルグループ,3508.0,44.0,1.27,45.9,17.4,41.756,3602.2,3813.0,3415.0,False,False,True,80.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-23 11:24:16,2026-08-21,8316.T,三井住友フィナンシャルグループ,6606.0,60.0,0.92,43.3,-13.26,25.566,6837.0,7260.0,6420.0,False,False,True,83.1,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-23 11:24:16,2026-08-21,4502.T,武田薬品工業,5764.0,-61.0,-1.05,61.4,90.859,72.203,5579.6,5903.0,5225.0,False,False,True,42.2,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,6098.T,リクルート,15900.0,-245.0,-1.52,76.7,1107.294,996.062,13941.0,16980.0,11905.0,False,False,False,37.5,False,RSI 76.7（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,7974.T,任天堂,8599.0,-182.0,-2.07,66.7,386.376,333.199,7878.2,9067.0,6910.0,False,False,False,15.6,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,6501.T,日立製作所,5196.0,-67.0,-1.27,46.9,120.945,172.549,5243.0,5830.0,4795.0,True,False,False,8.9,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-23 11:24:16,2026-08-21,9984.T,ソフトバンクグループ,5255.0,-132.0,-2.45,49.9,-115.307,-130.11,5481.4,6230.0,4500.0,False,False,True,23.9,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
