分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,25MAタッチ,20日安値タッチ,陽線,終値位置(%),反発初動,判定,反発確度スコア
2026-08-16 11:21:59,2026-08-14,7203.T,トヨタ自動車,3020.0,35.0,1.17,57.9,29.719,33.56,2953.7,3233.0,2857.0,False,False,True,88.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-16 11:21:59,2026-08-14,6758.T,ソニーグループ,3912.0,212.0,5.73,71.5,96.82,80.707,3574.6,3964.0,3360.0,False,False,True,100.0,False,RSI 71.5（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,8035.T,東京エレクトロン,59130.0,-340.0,-0.57,44.5,-2470.801,-2866.777,61916.4,71680.0,48580.0,False,False,False,4.9,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,6861.T,キーエンス,87660.0,1030.0,1.19,77.1,3018.536,2038.246,78608.4,87920.0,68930.0,False,False,True,94.5,False,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 77.1（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,9983.T,ファーストリテイリング,77120.0,-230.0,-0.3,53.0,-798.116,-712.774,79062.4,81680.0,75440.0,False,False,False,37.5,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-16 11:21:59,2026-08-14,9432.T,NTT,162.7,2.2,1.37,66.6,2.819,2.12,153.7,162.7,149.2,False,False,True,100.0,False,ボックス上限タッチ＋上昇（上抜け警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,9433.T,KDDI,2877.5,47.5,1.68,47.1,16.461,34.54,2890.6,3121.0,2779.0,True,False,True,100.0,False,25MAタッチ＋終値上昇（反発強候補） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-08-16 11:21:59,2026-08-14,8306.T,三菱UFJフィナンシャルグループ,3686.0,-23.0,-0.62,46.0,53.516,59.948,3599.9,3813.0,3411.0,False,False,True,36.4,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-16 11:21:59,2026-08-14,8316.T,三井住友フィナンシャルグループ,6969.0,0.0,0.0,44.7,43.899,50.472,6881.2,7260.0,6420.0,False,False,False,35.9,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-16 11:21:59,2026-08-14,4502.T,武田薬品工業,5611.0,52.0,0.94,48.5,55.202,63.435,5504.3,5903.0,5225.0,False,False,False,56.1,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-08-16 11:21:59,2026-08-14,6098.T,リクルート,16455.0,-335.0,-2.0,83.8,1106.333,697.283,13227.0,16980.0,11905.0,False,False,True,60.0,False,RSI 83.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,7974.T,任天堂,8900.0,575.0,6.91,76.2,340.462,219.303,7551.9,8945.0,6905.0,False,False,True,87.5,False,ボックス上限タッチ＋上昇（上抜け警戒） / RSI 76.2（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-08-16 11:21:59,2026-08-14,6501.T,日立製作所,5767.0,65.0,1.14,88.8,241.284,184.415,5123.2,5830.0,4616.0,False,False,True,60.6,False,RSI 88.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
