分析実行日時,取引日,銘柄コード,銘柄名,終値,前日比,前日比率(%),RSI,MACD,Signal,25MA,20日高値,20日安値,25MAタッチ,20日安値タッチ,陽線,終値位置(%),反発初動,判定,反発確度スコア
2026-09-15 21:25:17,2026-09-15,7203.T,トヨタ自動車,3021.0,-4.0,-0.13,45.5,2.686,18.737,3059.4,3269.0,2927.0,False,False,False,34.4,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,6758.T,ソニーグループ,3725.0,-63.0,-1.66,41.0,3.034,33.906,3803.5,4070.0,3582.0,False,False,False,5.2,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,8035.T,東京エレクトロン,50650.0,-280.0,-0.55,30.1,-1932.561,-1791.43,55004.0,57530.0,49000.0,False,False,True,76.0,False,RSI 30.1（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,6861.T,キーエンス,75660.0,-300.0,-0.39,27.4,-1347.667,-704.302,80723.2,84170.0,73510.0,False,False,True,28.6,False,RSI 27.4（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,9983.T,ファーストリテイリング,66620.0,-140.0,-0.21,25.4,-2646.721,-2475.981,71519.3,76595.8,65010.0,False,False,False,29.1,False,RSI 25.4（売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,9432.T,NTT,178.1,-0.2,-0.11,66.8,4.706,4.567,168.9,179.3,158.9,False,False,False,57.1,False,ボックス上限タッチ＋下落（天井候補） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,9433.T,KDDI,3044.0,-26.0,-0.85,70.8,42.629,34.245,2933.1,3095.0,2809.0,False,False,False,3.8,False,RSI 70.8（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8306.T,三菱UFJフィナンシャルグループ,3668.0,-52.0,-1.4,57.5,32.559,35.993,3636.3,3795.0,3415.0,True,False,False,28.6,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8316.T,三井住友フィナンシャルグループ,6842.0,-188.0,-2.67,54.8,40.928,46.191,6860.1,7181.0,6467.0,True,False,False,20.7,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,4502.T,武田薬品工業,5847.0,110.0,1.92,49.2,39.498,55.614,5741.5,5917.0,5557.0,False,False,True,61.5,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,6098.T,リクルート,16845.0,360.0,2.18,47.7,405.205,588.459,16467.4,18215.0,15225.0,False,False,False,60.8,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,7974.T,任天堂,8118.0,-150.0,-1.81,31.9,21.846,160.761,8659.8,9180.0,7851.0,False,False,False,0.0,False,RSI 31.9（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,6501.T,日立製作所,5221.0,-104.0,-1.95,46.3,-9.078,21.235,5378.0,5645.0,5040.0,False,False,False,23.8,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,9984.T,ソフトバンクグループ,6279.0,440.0,7.54,64.6,226.65,116.973,5641.3,6959.0,4882.0,False,False,True,80.9,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8058.T,三菱商事,4910.0,-81.0,-1.62,58.6,62.481,59.344,4852.4,5123.0,4628.0,False,False,False,19.8,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8001.T,伊藤忠商事,2321.0,-19.5,-0.83,75.9,78.526,66.823,2151.8,2373.5,1967.0,False,False,False,41.0,False,RSI 75.9（買われ過ぎ・警戒） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8053.T,住友商事,1770.0,-40.5,-2.24,50.9,28.847,36.752,1785.2,1891.0,1668.0,True,False,False,16.3,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,8766.T,東京海上HD,8079.0,-124.0,-1.51,67.2,100.434,55.523,7678.8,8285.0,7186.0,False,False,False,1.0,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,4661.T,オリエンタルランド,3053.0,-59.0,-1.9,51.3,60.558,70.459,3032.8,3196.0,2854.5,True,False,False,0.0,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,6902.T,デンソー,1910.5,-0.5,-0.03,48.6,-11.19,-10.875,1921.8,1984.0,1859.0,True,False,False,34.3,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,6981.T,村田製作所,7399.0,232.0,3.24,53.2,-131.875,-196.874,7371.7,7636.0,6777.0,True,False,True,78.7,False,25MAタッチ＋終値上昇（反発強候補） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 60点（反発候補）,60
2026-09-15 21:25:17,2026-09-15,6594.T,日本電産,2642.0,-13.0,-0.49,52.6,4.884,-1.69,2654.2,2812.0,2454.0,True,False,True,51.7,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-09-15 21:25:17,2026-09-15,7741.T,HOYA,22330.0,-100.0,-0.45,14.3,-727.309,-507.862,24598.2,25840.0,22215.0,False,True,False,25.7,False,ボックス下限タッチ＋下落（下抜け警戒） / RSI 14.3（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 50点（反発余地あり）,50
2026-09-15 21:25:17,2026-09-15,9101.T,日本郵船,7234.0,-103.0,-1.4,59.7,257.469,291.892,6984.4,7465.0,6647.0,False,False,False,0.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,9107.T,川崎汽船,3385.0,-44.0,-1.28,54.8,108.476,127.751,3285.3,3591.0,3123.0,False,False,False,3.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,9104.T,商船三井,7025.0,-84.0,-1.18,48.1,187.57,241.382,6960.6,7509.0,6774.0,True,False,False,17.2,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,5411.T,JFEホールディングス,1826.5,-2.5,-0.14,48.0,9.399,18.188,1836.9,1937.0,1781.0,True,False,False,29.7,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,5401.T,日本製鉄,678.0,-6.1,-0.89,50.4,8.986,12.33,680.8,718.5,651.4,True,False,False,32.6,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,4503.T,アステラス製薬,2315.0,22.5,0.98,37.6,-4.92,10.776,2344.9,2455.0,2182.5,False,False,True,59.5,False,RSI 37.6（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,2503.T,キリンHD,2821.5,0.5,0.02,15.6,-45.75,-20.677,2971.2,3119.0,2754.5,False,False,False,4.4,False,RSI 15.6（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
2026-09-15 21:25:17,2026-09-15,2502.T,アサヒグループHD,1621.0,7.5,0.46,35.1,-13.102,-5.755,1655.8,1702.0,1580.0,False,False,False,47.1,False,RSI 35.1（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,2914.T,日本たばこ産業,6780.0,17.0,0.25,37.5,-19.2,17.635,6897.0,7109.0,6500.0,False,False,False,58.3,False,RSI 37.5（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,3382.T,セブン＆アイHD,2040.0,2.5,0.12,60.8,3.244,3.162,2022.3,2078.5,1957.5,True,False,False,29.5,False,25MAタッチ＋終値上昇（反発強候補） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 70点（反発候補）,70
2026-09-15 21:25:17,2026-09-15,3092.T,ZOZO,1155.5,10.5,0.92,53.7,-2.532,-3.517,1134.4,1182.5,1087.5,False,False,False,50.0,False,MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,3289.T,東急不動産HD,1283.0,-10.0,-0.77,30.2,-10.331,-5.603,1319.2,1362.5,1269.0,False,False,False,4.5,False,RSI 30.2（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,3407.T,旭化成,1568.0,13.0,0.84,40.2,-40.163,-37.201,1633.6,1700.0,1518.0,False,False,True,100.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,3401.T,帝人,1676.5,12.0,0.72,43.0,-15.402,-4.228,1728.4,1825.0,1606.0,False,False,True,65.0,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,3861.T,王子HD,869.8,-3.0,-0.34,43.1,1.475,3.31,871.5,892.3,848.4,True,False,False,22.7,False,25MAタッチ＋終値下落（反発弱候補・注意） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 20点（反発余地あり）,20
2026-09-15 21:25:17,2026-09-15,3863.T,日本製紙,1324.0,19.0,1.46,39.7,-21.394,-18.097,1352.4,1429.0,1271.0,False,False,True,86.4,False,RSI 39.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,4063.T,信越化学工業,5693.0,-57.0,-0.99,26.9,-165.884,-170.713,5991.8,6199.0,5628.0,False,False,False,12.7,False,RSI 26.9（売られ過ぎ） / MACDゴールデンクロス（上昇トレンド寄り） / 総合スコア 40点（反発余地あり）,40
2026-09-15 21:25:17,2026-09-15,4188.T,三菱ケミカルグループ,1154.0,7.0,0.61,53.2,-2.696,5.674,1188.2,1305.0,1123.5,False,False,True,68.8,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,4208.T,宇部興産,3408.0,-1.0,-0.03,35.9,-1.834,25.069,3526.7,3674.0,3307.0,False,False,True,52.6,False,RSI 35.9（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,4452.T,花王,3443.0,-12.0,-0.35,32.7,-4.556,20.816,3532.6,3699.0,3360.0,False,False,False,17.6,False,RSI 32.7（やや弱い） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 10点（反発余地あり）,10
2026-09-15 21:25:17,2026-09-15,4506.T,大日本住友製薬,1582.5,15.0,0.96,64.4,50.457,55.287,1495.1,1699.0,1336.0,False,False,True,65.9,False,MACDデッドクロス（下落トレンド寄り） / 総合スコア 0点（反発余地あり）,0
2026-09-15 21:25:17,2026-09-15,4519.T,中外製薬,6500.0,86.0,1.34,23.4,-161.79,-127.664,6825.8,7141.0,6293.0,False,False,False,51.5,False,RSI 23.4（強い売られ過ぎ） / MACDデッドクロス（下落トレンド寄り） / 総合スコア 25点（反発余地あり）,25
